Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
530000,22668,PINK BABY BUNTING,2,2010-11-01 09:13:00,5.91,,United Kingdom
530000,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-11-01 09:13:00,16.98,,United Kingdom
530000,35400,WOODEN BOX ADVENT CALENDAR ,1,2010-11-01 09:13:00,16.98,,United Kingdom
530000,48194,DOORMAT HEARTS,1,2010-11-01 09:13:00,14.43,,United Kingdom
530000,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,1,2010-11-01 09:13:00,8.47,,United Kingdom
530000,82583,HOT BATHS METAL SIGN,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,84970s,HANGING HEART ZINC T-LIGHT HOLDER,1,2010-11-01 09:13:00,2.13,,United Kingdom
530000,84993a,75 GREEN PETIT FOUR CASES,1,2010-11-01 09:13:00,0.85,,United Kingdom
530000,85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,2010-11-01 09:13:00,8.47,,United Kingdom
530000,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2010-11-01 09:13:00,16.98,,United Kingdom
530000,DOT,DOTCOM POSTAGE,1,2010-11-01 09:13:00,81.91,,United Kingdom
530000,18098c,PORCELAIN BUTTERFLY OIL BURNER,1,2010-11-01 09:13:00,5.06,,United Kingdom
530000,20871,OPULENT VELVET SET/3 CANDLES,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2010-11-01 09:13:00,5.91,,United Kingdom
530000,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2010-11-01 09:13:00,5.91,,United Kingdom
530000,21086,SET/6 RED SPOTTY PAPER CUPS,1,2010-11-01 09:13:00,1.66,,United Kingdom
530000,21155,RED RETROSPOT PEG BAG,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,21166,COOK WITH WINE METAL SIGN ,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,21174,POTTERING IN THE SHED METAL SIGN,1,2010-11-01 09:13:00,4.21,,United Kingdom
530000,21179,NO JUNK MAIL METAL SIGN,1,2010-11-01 09:13:00,3.36,,United Kingdom
530000,21218,RED SPOTTY BISCUIT TIN,1,2010-11-01 09:13:00,8.47,,United Kingdom
530000,21257,VICTORIAN SEWING BOX MEDIUM,1,2010-11-01 09:13:00,16.13,,United Kingdom
530000,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,1,2010-11-01 09:13:00,5.91,,United Kingdom
530000,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2010-11-01 09:13:00,5.06,,United Kingdom
530000,21658,GLASS  BEURRE DISH,1,2010-11-01 09:13:00,8.47,,United Kingdom
530000,21888,BINGO SET,1,2010-11-01 09:13:00,7.62,,United Kingdom
530000,22041,"RECORD FRAME 7"" SINGLE SIZE ",4,2010-11-01 09:13:00,5.06,,United Kingdom
530001,18098c,PORCELAIN BUTTERFLY OIL BURNER,4,2010-11-01 09:13:00,5.06,,United Kingdom
530001,20871,OPULENT VELVET SET/3 CANDLES,1,2010-11-01 09:13:00,4.21,,United Kingdom
530001,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2010-11-01 09:13:00,7.62,,United Kingdom
530001,21156,RETROSPOT CHILDRENS APRON,1,2010-11-01 09:13:00,4.21,,United Kingdom
530001,21218,RED SPOTTY BISCUIT TIN,1,2010-11-01 09:13:00,8.47,,United Kingdom
530001,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-11-01 09:13:00,16.13,,United Kingdom
530001,21259,VICTORIAN SEWING BOX SMALL ,2,2010-11-01 09:13:00,12.72,,United Kingdom
530001,21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,2010-11-01 09:13:00,8.47,,United Kingdom
530001,21411,GINGHAM HEART  DOORSTOP RED,1,2010-11-01 09:13:00,8.47,,United Kingdom
530001,21531,RED RETROSPOT SUGAR JAM BOWL,1,2010-11-01 09:13:00,5.06,,United Kingdom
530001,21535,RED RETROSPOT SMALL MILK JUG,1,2010-11-01 09:13:00,5.06,,United Kingdom
530001,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2010-11-01 09:13:00,8.47,,United Kingdom
530001,21802,CHRISTMAS TREE HEART DECORATION,2,2010-11-01 09:13:00,0.85,,United Kingdom
530001,21832,CHOCOLATE CALCULATOR,1,2010-11-01 09:13:00,3.36,,United Kingdom
530001,21843,RED RETROSPOT CAKE STAND,1,2010-11-01 09:13:00,21.23,,United Kingdom
530001,22091,EMPIRE TISSUE BOX,1,2010-11-01 09:13:00,2.51,,United Kingdom
530001,22120,WELCOME  WOODEN BLOCK LETTERS,1,2010-11-01 09:13:00,20.38,,United Kingdom
530001,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-11-01 09:13:00,16.98,,United Kingdom
530001,22197,SMALL POPCORN HOLDER,1,2010-11-01 09:13:00,1.66,,United Kingdom
530001,22297,HEART IVORY TRELLIS SMALL,12,2010-11-01 09:13:00,2.51,,United Kingdom
530001,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2010-11-01 09:13:00,5.06,,United Kingdom
530001,22360,GLASS JAR ENGLISH CONFECTIONERY,5,2010-11-01 09:13:00,5.91,,United Kingdom
530001,22468,BABUSHKA LIGHTS STRING OF 10,1,2010-11-01 09:13:00,13.57,,United Kingdom
530001,22518,CHILDS GARDEN BRUSH BLUE,1,2010-11-01 09:13:00,4.21,,United Kingdom
530001,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2010-11-01 09:13:00,5.91,,United Kingdom
530001,22698,PINK REGENCY TEACUP AND SAUCER,1,2010-11-01 09:13:00,5.91,,United Kingdom
530001,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2010-11-01 09:13:00,5.91,,United Kingdom
530001,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2010-11-01 09:13:00,4.21,,United Kingdom
530001,35400,WOODEN BOX ADVENT CALENDAR ,1,2010-11-01 09:13:00,16.98,,United Kingdom
530001,37333,"RETRO ""TEA FOR ONE"" ",1,2010-11-01 09:13:00,11.02,,United Kingdom
530001,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-11-01 09:13:00,7.62,,United Kingdom
530001,84509c,SET OF 4 POLKADOT PLACEMATS ,1,2010-11-01 09:13:00,7.62,,United Kingdom
530001,84968b,SET OF 16 VINTAGE IVORY CUTLERY,1,2010-11-01 09:13:00,25.49,,United Kingdom
530001,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,1,2010-11-01 09:13:00,2.13,,United Kingdom
530001,84970s,HANGING HEART ZINC T-LIGHT HOLDER,1,2010-11-01 09:13:00,2.13,,United Kingdom
530001,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,1,2010-11-01 09:13:00,3.36,,United Kingdom
530001,85114c,RED ENCHANTED FOREST PLACEMAT,1,2010-11-01 09:13:00,3.36,,United Kingdom
530001,85127,SMALL SQUARE CUT GLASS CANDLESTICK,2,2010-11-01 09:13:00,10.17,,United Kingdom
530001,85211,S/4 GROOVY CAT MAGNETS,1,2010-11-01 09:13:00,3.36,,United Kingdom
530001,85232b,SET OF 3 BABUSHKA STACKING TINS,1,2010-11-01 09:13:00,10.17,,United Kingdom
530001,M,Manual,1,2010-11-01 09:13:00,1.7,,United Kingdom
530001,DOT,DOTCOM POSTAGE,1,2010-11-01 09:13:00,101.06,,United Kingdom
530003,85014a,BLACK/BLUE POLKADOT UMBRELLA,1,2010-11-01 09:14:00,12.72,,United Kingdom
530003,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2010-11-01 09:14:00,16.98,,United Kingdom
530003,DOT,DOTCOM POSTAGE,1,2010-11-01 09:14:00,62.43,,United Kingdom
530003,20681,PINK POLKADOT CHILDRENS UMBRELLA,1,2010-11-01 09:14:00,6.77,,United Kingdom
530003,20749,ASSORTED COLOUR MINI CASES,1,2010-11-01 09:14:00,16.98,,United Kingdom
530003,20871,OPULENT VELVET SET/3 CANDLES,1,2010-11-01 09:14:00,4.21,,United Kingdom
530003,20979,36 PENCILS TUBE RED RETROSPOT,3,2010-11-01 09:14:00,2.51,,United Kingdom
530003,21089,SET/6 GREEN SPRING PAPER CUPS,1,2010-11-01 09:14:00,1.66,,United Kingdom
530003,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,2010-11-01 09:14:00,2.51,,United Kingdom
530003,21155,RED RETROSPOT PEG BAG,1,2010-11-01 09:14:00,4.21,,United Kingdom
530003,21174,POTTERING IN THE SHED METAL SIGN,1,2010-11-01 09:14:00,4.21,,United Kingdom
530003,21311,SET/4 BIRD MIRROR MAGNETS ,1,2010-11-01 09:14:00,3.36,,United Kingdom
530003,21358,TOAST ITS - HAPPY BIRTHDAY,1,2010-11-01 09:14:00,2.51,,United Kingdom
530003,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2010-11-01 09:14:00,7.62,,United Kingdom
530003,21832,CHOCOLATE CALCULATOR,1,2010-11-01 09:14:00,3.36,,United Kingdom
530003,21876,POTTERING MUG,1,2010-11-01 09:14:00,3.36,,United Kingdom
530003,21948,SET OF 6 CAKE CHOPSTICKS,1,2010-11-01 09:14:00,2.51,,United Kingdom
530003,22065,CHRISTMAS PUDDING TRINKET POT ,3,2010-11-01 09:14:00,3.36,,United Kingdom
530003,22121,NOEL WOODEN BLOCK LETTERS ,1,2010-11-01 09:14:00,11.87,,United Kingdom
530003,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",1,2010-11-01 09:14:00,16.13,,United Kingdom
530003,22195,LARGE HEART MEASURING SPOONS,1,2010-11-01 09:14:00,3.36,,United Kingdom
530003,22300,COFFEE MUG DOG + BALL DESIGN,1,2010-11-01 09:14:00,5.06,,United Kingdom
530003,22457,NATURAL SLATE HEART CHALKBOARD ,1,2010-11-01 09:14:00,5.91,,United Kingdom
530002,82597,BOMBS AWAY METAL SIGN,1,2010-11-01 09:14:00,4.21,,United Kingdom
530003,22629,SPACEBOY LUNCH BOX ,1,2010-11-01 09:14:00,2.51,,United Kingdom
530003,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-11-01 09:14:00,5.91,,United Kingdom
530003,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2010-11-01 09:14:00,5.91,,United Kingdom
530003,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2010-11-01 09:14:00,12.72,,United Kingdom
530003,35400,WOODEN BOX ADVENT CALENDAR ,1,2010-11-01 09:14:00,16.98,,United Kingdom
530003,72741,GRAND CHOCOLATECANDLE,3,2010-11-01 09:14:00,2.82,,United Kingdom
530003,82583,HOT BATHS METAL SIGN,4,2010-11-01 09:14:00,4.21,,United Kingdom
530003,82599,FANNY'S REST STOPMETAL SIGN,1,2010-11-01 09:14:00,4.21,,United Kingdom
530003,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-11-01 09:14:00,7.62,,United Kingdom
530003,84985a,SET OF 72 GREEN PAPER DOILIES,1,2010-11-01 09:14:00,2.98,,United Kingdom
530004,21247,,-12,2010-11-01 09:24:00,0.0,,United Kingdom
C530005,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,-6,2010-11-01 09:31:00,3.75,14437.0,United Kingdom
C530006,M,Manual,-1,2010-11-01 09:31:00,92.03,13050.0,United Kingdom
530008,M,Manual,1,2010-11-01 09:33:00,92.03,13050.0,United Kingdom
530007,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-11-01 09:33:00,0.85,16611.0,United Kingdom
530007,22378,WALL TIDY RETROSPOT ,6,2010-11-01 09:33:00,2.1,16611.0,United Kingdom
530007,21155,RED RETROSPOT PEG BAG,6,2010-11-01 09:33:00,2.1,16611.0,United Kingdom
530007,22727,ALARM CLOCK BAKELIKE RED ,4,2010-11-01 09:33:00,3.75,16611.0,United Kingdom
530007,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-11-01 09:33:00,3.75,16611.0,United Kingdom
530007,22192,BLUE DINER WALL CLOCK,2,2010-11-01 09:33:00,8.5,16611.0,United Kingdom
530007,22191,IVORY DINER WALL CLOCK,2,2010-11-01 09:33:00,8.5,16611.0,United Kingdom
530007,22624,IVORY KITCHEN SCALES,2,2010-11-01 09:33:00,8.5,16611.0,United Kingdom
530007,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2010-11-01 09:33:00,6.45,16611.0,United Kingdom
530007,82580,BATHROOM METAL SIGN,12,2010-11-01 09:33:00,0.55,16611.0,United Kingdom
530007,22427,ENAMEL FLOWER JUG CREAM,3,2010-11-01 09:33:00,5.95,16611.0,United Kingdom
530007,21272,SALLE DE BAIN HOOK,12,2010-11-01 09:33:00,1.25,16611.0,United Kingdom
530007,22423,REGENCY CAKESTAND 3 TIER,1,2010-11-01 09:33:00,12.75,16611.0,United Kingdom
530007,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-11-01 09:33:00,3.25,16611.0,United Kingdom
530007,84836,ZINC METAL HEART DECORATION,12,2010-11-01 09:33:00,1.25,16611.0,United Kingdom
530007,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-11-01 09:33:00,0.85,16611.0,United Kingdom
530007,22694,WICKER STAR ,6,2010-11-01 09:33:00,2.1,16611.0,United Kingdom
530007,22595,CHRISTMAS GINGHAM HEART,12,2010-11-01 09:33:00,0.85,16611.0,United Kingdom
530007,21769,VINTAGE POST OFFICE CABINET,1,2010-11-01 09:33:00,79.95,16611.0,United Kingdom
C530009,M,Manual,-1,2010-11-01 09:34:00,78.31,13050.0,United Kingdom
530010,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,48,2010-11-01 09:42:00,2.55,16168.0,United Kingdom
530010,21494,ROTATING LEAVES T-LIGHT HOLDER,120,2010-11-01 09:42:00,1.06,16168.0,United Kingdom
530010,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,24,2010-11-01 09:42:00,2.95,16168.0,United Kingdom
530011,22184,CAKE STAND VICTORIAN FILIGREE LARGE,32,2010-11-01 09:53:00,3.95,14961.0,United Kingdom
530011,22423,REGENCY CAKESTAND 3 TIER,16,2010-11-01 09:53:00,10.95,14961.0,United Kingdom
530011,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-11-01 09:53:00,1.45,14961.0,United Kingdom
530011,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2010-11-01 09:53:00,1.45,14961.0,United Kingdom
530011,84987,SET OF 36 TEATIME PAPER DOILIES,12,2010-11-01 09:53:00,1.45,14961.0,United Kingdom
530011,22838,3 TIER CAKE TIN RED AND CREAM,8,2010-11-01 09:53:00,12.75,14961.0,United Kingdom
530011,22840,ROUND CAKE TIN VINTAGE RED,12,2010-11-01 09:53:00,6.95,14961.0,United Kingdom
530012,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-11-01 10:08:00,4.65,14429.0,United Kingdom
530012,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-11-01 10:08:00,4.95,14429.0,United Kingdom
530012,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2010-11-01 10:08:00,2.55,14429.0,United Kingdom
530012,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,22904,CALENDAR PAPER CUT DESIGN,6,2010-11-01 10:08:00,2.95,14429.0,United Kingdom
530012,22906,12 MESSAGE CARDS WITH ENVELOPES,12,2010-11-01 10:08:00,1.65,14429.0,United Kingdom
530012,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-11-01 10:08:00,3.75,14429.0,United Kingdom
530012,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2010-11-01 10:08:00,0.85,14429.0,United Kingdom
530012,22294,HEART FILIGREE DOVE  SMALL,24,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,22855,FINE WICKER HEART ,24,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,22694,WICKER STAR ,6,2010-11-01 10:08:00,2.1,14429.0,United Kingdom
530012,22893,MINI CAKE STAND T-LIGHT HOLDER,24,2010-11-01 10:08:00,0.42,14429.0,United Kingdom
530012,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2010-11-01 10:08:00,8.5,14429.0,United Kingdom
530012,22637,PIGGY BANK RETROSPOT ,6,2010-11-01 10:08:00,2.55,14429.0,United Kingdom
530012,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,2010-11-01 10:08:00,1.25,14429.0,United Kingdom
530012,22652,TRAVEL SEWING KIT,10,2010-11-01 10:08:00,1.65,14429.0,United Kingdom
530012,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-11-01 10:08:00,3.75,14429.0,United Kingdom
530012,22633,HAND WARMER UNION JACK,12,2010-11-01 10:08:00,2.1,14429.0,United Kingdom
530012,22632,HAND WARMER RED RETROSPOT,12,2010-11-01 10:08:00,2.1,14429.0,United Kingdom
530013,22120,WELCOME  WOODEN BLOCK LETTERS,6,2010-11-01 10:31:00,9.95,15110.0,United Kingdom
530013,21754,HOME BUILDING BLOCK WORD,9,2010-11-01 10:31:00,5.95,15110.0,United Kingdom
530013,22193,RED DINER WALL CLOCK,2,2010-11-01 10:31:00,8.5,15110.0,United Kingdom
530013,22192,BLUE DINER WALL CLOCK,2,2010-11-01 10:31:00,8.5,15110.0,United Kingdom
530013,22197,SMALL POPCORN HOLDER,12,2010-11-01 10:31:00,0.85,15110.0,United Kingdom
530013,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-11-01 10:31:00,3.95,15110.0,United Kingdom
530013,22207,FRYING PAN UNION FLAG,4,2010-11-01 10:31:00,4.25,15110.0,United Kingdom
530013,22121,NOEL WOODEN BLOCK LETTERS ,3,2010-11-01 10:31:00,5.95,15110.0,United Kingdom
530014,22382,LUNCH BAG SPACEBOY DESIGN ,2,2010-11-01 10:37:00,1.65,17238.0,United Kingdom
530014,20725,LUNCH BAG RED RETROSPOT,2,2010-11-01 10:37:00,1.65,17238.0,United Kingdom
530014,22384,LUNCH BAG PINK POLKADOT,2,2010-11-01 10:37:00,1.65,17238.0,United Kingdom
530014,20681,PINK POLKADOT CHILDRENS UMBRELLA,2,2010-11-01 10:37:00,3.25,17238.0,United Kingdom
530014,22175,PINK OWL SOFT TOY,1,2010-11-01 10:37:00,2.95,17238.0,United Kingdom
530014,22176,BLUE OWL SOFT TOY,1,2010-11-01 10:37:00,2.95,17238.0,United Kingdom
530014,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,2010-11-01 10:37:00,3.25,17238.0,United Kingdom
530014,22502,PICNIC BASKET WICKER SMALL,2,2010-11-01 10:37:00,5.95,17238.0,United Kingdom
530014,21240,BLUE POLKADOT CUP,4,2010-11-01 10:37:00,0.85,17238.0,United Kingdom
530014,21238,RED RETROSPOT CUP,4,2010-11-01 10:37:00,0.85,17238.0,United Kingdom
530014,21239,PINK  POLKADOT CUP,4,2010-11-01 10:37:00,0.85,17238.0,United Kingdom
530014,21481,FAWN BLUE HOT WATER BOTTLE,2,2010-11-01 10:37:00,2.95,17238.0,United Kingdom
530014,22138,BAKING SET 9 PIECE RETROSPOT ,2,2010-11-01 10:37:00,4.95,17238.0,United Kingdom
530014,21499,BLUE POLKADOT WRAP,25,2010-11-01 10:37:00,0.42,17238.0,United Kingdom
530014,21500,PINK POLKADOT WRAP ,25,2010-11-01 10:37:00,0.42,17238.0,United Kingdom
530014,22654,DELUXE SEWING KIT ,1,2010-11-01 10:37:00,5.95,17238.0,United Kingdom
530014,21912,VINTAGE SNAKES & LADDERS,1,2010-11-01 10:37:00,3.75,17238.0,United Kingdom
530014,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,4,2010-11-01 10:37:00,3.75,17238.0,United Kingdom
530014,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,4,2010-11-01 10:37:00,3.75,17238.0,United Kingdom
530014,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4,2010-11-01 10:37:00,3.75,17238.0,United Kingdom
530014,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,2010-11-01 10:37:00,3.75,17238.0,United Kingdom
530014,21244,BLUE POLKADOT PLATE ,4,2010-11-01 10:37:00,1.69,17238.0,United Kingdom
530014,21243,PINK  POLKADOT PLATE ,4,2010-11-01 10:37:00,1.69,17238.0,United Kingdom
530014,21242,RED RETROSPOT PLATE ,4,2010-11-01 10:37:00,1.69,17238.0,United Kingdom
530014,21245,GREEN POLKADOT PLATE ,4,2010-11-01 10:37:00,1.69,17238.0,United Kingdom
530014,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,2010-11-01 10:37:00,1.25,17238.0,United Kingdom
530014,22549,PICTURE DOMINOES,2,2010-11-01 10:37:00,1.45,17238.0,United Kingdom
530014,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2010-11-01 10:37:00,2.95,17238.0,United Kingdom
530014,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2010-11-01 10:37:00,1.95,17238.0,United Kingdom
530014,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-11-01 10:37:00,1.95,17238.0,United Kingdom
530014,21931,JUMBO STORAGE BAG SUKI,2,2010-11-01 10:37:00,1.95,17238.0,United Kingdom
530014,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2010-11-01 10:37:00,2.95,17238.0,United Kingdom
530014,22385,JUMBO BAG SPACEBOY DESIGN,2,2010-11-01 10:37:00,1.95,17238.0,United Kingdom
530014,20712,JUMBO BAG WOODLAND ANIMALS,2,2010-11-01 10:37:00,1.95,17238.0,United Kingdom
530014,21645,ASSORTED TUTTI FRUTTI ROUND BOX,1,2010-11-01 10:37:00,1.65,17238.0,United Kingdom
